Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),ATTIC_SOFFIT_EAST:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ATTIC_SOFFIT_NORTH:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ATTIC_SOFFIT_SOUTH:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ATTIC_SOFFIT_WEST:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ATTIC_ROOF_EAST:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ATTIC_ROOF_NORTH:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ATTIC_ROOF_SOUTH:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ATTIC_ROOF_WEST:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_1_WALL_SOUTH:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_1_WALL_SOUTH_DOOR:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_1_WALL_SOUTH_WINDOW_1:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_1_WALL_SOUTH_WINDOW_2:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_1_WALL_SOUTH_WINDOW_3:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_1_WALL_SOUTH_WINDOW_4:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_1_WALL_SOUTH_WINDOW_5:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_1_WALL_SOUTH_WINDOW_6:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_2_WALL_EAST:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_2_WALL_EAST_WINDOW_1:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_2_WALL_EAST_WINDOW_2:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_2_WALL_EAST_WINDOW_3:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_2_WALL_EAST_WINDOW_4:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_3_WALL_NORTH:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_3_WALL_NORTH_WINDOW_1:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_3_WALL_NORTH_WINDOW_2:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_3_WALL_NORTH_WINDOW_3:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_3_WALL_NORTH_WINDOW_4:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_3_WALL_NORTH_WINDOW_5:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_3_WALL_NORTH_WINDOW_6:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_4_WALL_WEST:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_4_WALL_WEST_WINDOW_1:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_4_WALL_WEST_WINDOW_2:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_4_WALL_WEST_WINDOW_3:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),PERIMETER_ZN_4_WALL_WEST_WINDOW_4:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](Hourly),ATTIC:Zone Air Temperature [C](Hourly),ATTIC:Zone Air System Sensible Heating Rate [W](Hourly),ATTIC:Zone Air System Sensible Cooling Rate [W](Hourly),CORE_ZN:Zone Air Temperature [C](Hourly),CORE_ZN:Zone Air System Sensible Heating Rate [W](Hourly),CORE_ZN:Zone Air System Sensible Cooling Rate [W](Hourly),PERIMETER_ZN_1:Zone Air Temperature [C](Hourly),PERIMETER_ZN_1:Zone Air System Sensible Heating Rate [W](Hourly),PERIMETER_ZN_1:Zone Air System Sensible Cooling Rate [W](Hourly),PERIMETER_ZN_2:Zone Air Temperature [C](Hourly),PERIMETER_ZN_2:Zone Air System Sensible Heating Rate [W](Hourly),PERIMETER_ZN_2:Zone Air System Sensible Cooling Rate [W](Hourly),PERIMETER_ZN_3:Zone Air Temperature [C](Hourly),PERIMETER_ZN_3:Zone Air System Sensible Heating Rate [W](Hourly),PERIMETER_ZN_3:Zone Air System Sensible Cooling Rate [W](Hourly),PERIMETER_ZN_4:Zone Air Temperature [C](Hourly),PERIMETER_ZN_4:Zone Air System Sensible Heating Rate [W](Hourly),PERIMETER_ZN_4:Zone Air System Sensible Cooling Rate [W](Hourly),CORE_ZN IDEAL LOADS:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),CORE_ZN IDEAL LOADS:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),PERIMETER_ZN_1 IDEAL LOADS:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),PERIMETER_ZN_1 IDEAL LOADS:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),PERIMETER_ZN_2 IDEAL LOADS:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),PERIMETER_ZN_2 IDEAL LOADS:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),PERIMETER_ZN_3 IDEAL LOADS:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),PERIMETER_ZN_3 IDEAL LOADS:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),PERIMETER_ZN_4 IDEAL LOADS:Zone Ideal Loads Supply Air Total Heating Energy [J](Hourly),PERIMETER_ZN_4 IDEAL LOADS:Zone Ideal Loads Supply Air Total Cooling Energy [J](Hourly),DistrictCooling:Facility [J](Hourly),DistrictHeatingWater:Facility [J](Hourly) 
 04/08  16:00:00,10.808333333333332,20.433333333333337,20.433333333333337,20.433333333333337,20.433333333333337,96.98620008665499,97.43902824420427,97.97043091045913,98.42325906800842,44.05417401453233,51.52967890876122,48.89374893878962,48.888137456472386,48.888137456472386,48.888137456472386,48.888137456472386,48.89365392845175,43.94512048714679,48.234974443712304,48.229457685070145,48.229457685070145,48.23497415704955,43.92523540959562,48.23497444371227,48.229457685070145,48.229457685070145,48.229457685070145,48.229457685070145,48.23497415704955,45.86810569197388,50.50508608361056,50.499569324968405,50.499569324968405,50.5050857969478,13.151611906285247,0.0,0.0,21.050356907501214,0.0,0.0,20.421625795584617,0.0,0.0,20.375481299434075,0.0,0.0,20.404626800963346,0.0,0.0,20.386789772764775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/08  17:00:00,10.600000000000001,11.916666666666666,11.916666666666666,11.916666666666666,11.916666666666666,56.88924360028997,56.89995444666834,56.906176548656696,56.91688739503507,25.41177083921326,29.656899892682457,28.19408878382664,28.1906603658275,28.1906603658275,28.1906603658275,28.1906603658275,28.193922544477772,25.661992108673584,28.187030282434552,28.183767934265575,28.183767934265575,28.187030112915867,25.650259993191124,28.187030282434534,28.183767934265575,28.18376793426557,28.18376793426557,28.18376793426557,28.187030112915863,25.700936981351933,28.2306989843014,28.22743663613242,28.22743663613242,28.230698814782713,12.94273907112157,0.0,0.0,20.367957258296318,0.0,0.0,19.549420625817792,0.0,0.0,19.502814043284346,0.0,0.0,19.542959456894152,0.0,0.0,19.5132481706899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/08  18:00:00,10.600000000000001,5.216666666666668,5.216666666666668,5.216666666666668,5.216666666666668,24.87417467541069,24.874174675410682,24.87417467541069,24.87417467541069,11.016780356777396,12.868876805593148,12.22918079319419,12.227752186823388,12.227752186823388,12.227752186823388,12.227752186823388,12.229180718960691,11.128709481394319,12.22918079319419,12.227752186823388,12.227752186823388,12.229180718960706,11.123583951377531,12.229180793194182,12.227752186823388,12.227752186823386,12.227752186823386,12.227752186823386,12.229180718960704,11.128709481394322,12.22918079319419,12.227752186823386,12.227752186823386,12.229180718960704,11.599582235478103,0.0,0.0,20.031975451029545,0.0,0.0,19.102584676965762,0.0,0.0,19.053063744898264,0.0,0.0,19.111593709406012,0.0,0.0,19.062016222968094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/08  19:00:00,9.608333333333333,0.31111111111111106,0.31111111111111106,0.31111111111111106,0.31111111111111106,1.4826945755520107,1.4826945755520102,1.4826945755520107,1.4826945755520107,0.6547674823483675,0.7651056818685111,0.7269555469437597,0.7268703478417735,0.7268703478417735,0.7268703478417735,0.7268703478417735,0.7269555425166289,0.6614357048116154,0.7269555469437597,0.7268703478417735,0.7268703478417735,0.7269555425166295,0.6611302807533822,0.7269555469437593,0.7268703478417735,0.7268703478417734,0.7268703478417734,0.7268703478417734,0.7269555425166295,0.6614357048116154,0.7269555469437595,0.7268703478417734,0.7268703478417734,0.7269555425166295,10.569517238689402,0.0,0.0,19.772112891629167,0.0,0.0,18.77203943683241,0.0,0.0,18.72018076928294,0.0,0.0,18.795839908570205,0.0,0.0,18.72852856864945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/08  20:00:00,8.258333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.182533552228922,0.0,0.0,19.545593153093904,0.0,0.0,18.45598776080722,0.0,0.0,18.40729478117849,0.0,0.0,18.499396058192556,0.0,0.0,18.416611359363888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/08  21:00:00,8.091666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.457032317528089,0.0,0.0,19.358745217206202,0.0,0.0,18.15882225638487,0.0,0.0,18.119477764009215,0.0,0.0,18.223510489652448,0.0,0.0,18.128675967070638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/08  22:00:00,8.299999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.642566824275354,0.0,0.0,19.19576731397864,0.0,0.0,17.922549511937742,0.0,0.0,17.88940465779707,0.0,0.0,18.002384626844837,0.0,0.0,17.898530406708833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/08  23:00:00,8.299999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.450941365262219,0.0,0.0,19.04641579607028,0.0,0.0,17.828945709425444,0.0,0.0,17.787191599289976,0.0,0.0,17.90415389474108,0.0,0.0,17.79687937914247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/08  24:00:00,8.008333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.087425028174321,0.0,0.0,18.911020513006843,0.0,0.0,17.648117293836417,0.0,0.0,17.609761128199743,0.0,0.0,17.73375431509181,0.0,0.0,17.618856105887527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/09  01:00:00,7.799999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.932941024163948,0.0,0.0,18.771849330014522,0.0,0.0,17.47435252331425,0.0,0.0,17.439670072669017,0.0,0.0,17.56947257689734,0.0,0.0,17.44823118792492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/09  02:00:00,7.799999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.555982289424957,0.0,0.0,18.649333637572486,0.0,0.0,17.421530984491124,0.0,0.0,17.376613715368425,0.0,0.0,17.509067374064184,0.0,0.0,17.385948586851068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/09  03:00:00,7.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.255567199927191,0.0,0.0,18.53155538905177,0.0,0.0,17.299851631941575,0.0,0.0,17.25435418005542,0.0,0.0,17.39024195673063,0.0,0.0,17.263114175521466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/09  04:00:00,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.935045057445431,0.0,0.0,18.413541525032063,0.0,0.0,17.17379540164887,0.0,0.0,17.12851238660672,0.0,0.0,17.2684106202792,0.0,0.0,17.136927267421388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/09  05:00:00,6.908333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.659121131141993,0.0,0.0,18.299256527649764,0.0,0.0,17.052378842950272,0.0,0.0,17.0070295988205,0.0,0.0,17.151734725012744,0.0,0.0,17.01566451536374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/09  06:00:00,6.700000000000002,4.276824825175587,4.276824825175587,4.276824825175587,4.276824825175587,36.24708575102745,22.215820112817337,18.960921363948405,16.608349822831347,8.479525858733014,9.737015669805025,9.317545269464754,9.31660848374986,9.31660848374986,9.31660848374986,9.31660848374986,9.317545220787329,57.17702117409053,59.061898072822636,59.06096128710775,59.06096128710775,59.06189802414523,13.063466309215336,14.731721147438384,14.508209031377788,14.50734095640144,14.50734095640144,14.50734095640144,14.508277693438913,8.555494261618913,9.317545269464754,9.31660848374986,9.31660848374986,9.317545220787336,6.447266446067483,0.0,0.0,18.1885082277575,0.0,0.0,16.95140698052785,0.0,0.0,16.990074609217753,0.0,0.0,17.059457222173695,0.0,0.0,16.912227271925317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/09  07:00:00,6.3500000000000005,22.237583072546244,22.237583072546244,22.237583072546244,22.237583072546244,147.89071355754479,107.46063105144566,108.21954091838586,81.73386383427216,42.273688610652435,48.077311444766586,45.58988279479839,45.58525674316283,45.58525674316283,45.58525674316283,45.72097910614442,47.998398524468506,161.36077158429416,172.12525401835987,172.1206279667243,172.1206279667243,172.1252537779802,42.73726224333975,47.42848355880408,46.6692418127354,46.06062940729538,46.05988953026684,46.05988953026684,46.06451534152273,41.87228215117002,45.58988279479839,45.58525674316283,45.58525674316283,45.589882554418715,7.478126776263976,0.0,0.0,18.10635164409544,0.0,0.0,16.969973635199178,0.0,0.0,17.310905089735947,0.0,0.0,17.058333785801974,0.0,0.0,16.90528920761795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/09  08:00:00,6.1000000000000005,21.020364241517047,21.020364241517047,21.020364241517047,21.020364241517047,105.56469342936498,99.9269378877183,101.4725912179952,95.83483567634853,44.89218962229811,52.373588396254384,49.155195613401126,49.149766358021424,49.149766358021424,49.149766358021424,49.149766358021424,49.90749223412806,57.90826802704938,63.677199318907036,63.67177006352731,63.67177006352731,63.67719903679114,44.04786789684764,48.3070136645407,48.301584409161016,48.301584409161016,48.301584409161016,48.301584409161016,48.30701338242483,44.067478162704326,48.30701366454071,48.301584409161016,48.301584409161016,48.30701338242483,8.365091151069622,0.0,0.0,21.9923209258853,3078.2364882770985,0.0,21.987628057915597,3702.2403716561726,0.0,21.98904649168647,2214.8562337206736,0.0,21.98799449942898,3626.70923163667,0.0,21.987201968748508,2396.3882905166906,0.0,11334482.883883156,0.0,13639211.88217883,0.0,8136868.088357186,0.0,13357922.135890123,0.0,8818158.584666705,0.0,0.0,55286643.574976 
 04/09  09:00:00,5.808333333333333,23.150000000000002,23.150000000000002,23.150000000000002,23.150000000000002,111.71888142169011,110.3187643394189,111.15945133302176,109.75933425075056,50.050047225834426,58.5676997992519,55.48917957012993,55.48296294858064,55.48296294858064,55.48296294858064,55.48296294858064,55.489179247100736,52.247981729948634,57.656820787531565,57.650604165982266,57.650604165982266,57.65682046450241,49.698110033461155,54.561338347771084,54.55512172622182,54.55512172622181,54.55512172622181,54.55512172622181,54.561338024741964,49.720533181284445,54.56133834777112,54.55512172622181,54.55512172622181,54.561338024741964,8.79824573011566,0.0,0.0,22.0,1662.4040346361362,0.0,22.0,2187.827213210263,0.0,22.0,1367.1727070662525,0.0,22.0,2137.4528697558235,0.0,22.0,1428.690065308537,0.0,5984654.52469009,0.0,7876177.967556946,0.0,4921821.745438509,0.0,7694830.331120965,0.0,5143284.235110734,0.0,0.0,31620768.803917244 
 04/09  10:00:00,5.6000000000000005,23.400000000000002,23.400000000000002,23.400000000000002,23.400000000000002,112.42902564962635,111.68142630408416,112.34838027295439,111.6007809274122,50.88885181370845,59.503468679184266,56.46301332152626,56.45669359777372,56.45669359777372,56.45669359777372,56.45669359777372,56.46301299313965,51.643754489493766,56.83570585975462,56.829386136002086,56.829386136002086,56.835705531368056,50.6900724494574,55.64541817283439,55.63909844908187,55.63909844908187,55.63909844908187,55.63909844908187,55.64541784444787,50.712893671851155,55.64541817283441,55.63909844908187,55.63909844908187,55.64541784444787,9.166931427815712,0.0,0.0,22.0,1233.5067974444846,0.0,22.0,1726.497324399533,0.0,22.0,1090.2133708220615,0.0,22.0,1678.997719965204,0.0,22.0,1130.6048751683645,0.0,4440624.470800145,0.0,6215390.367838318,0.0,3924768.1349594216,0.0,6044391.791874734,0.0,4070177.550606112,0.0,0.0,24695352.31607873 
 04/09  11:00:00,6.241666666666667,26.633333333333336,26.633333333333336,26.633333333333336,26.633333333333336,127.97521406601395,126.93943627515559,128.23387409468893,127.19809630383058,58.39006904021671,68.43237703771103,64.85031263716319,64.8431834937943,64.8431834937943,64.8431834937943,64.8431834937943,64.85031226671737,58.27160045956098,63.71780566629883,63.71067652292995,63.71067652292995,63.717805295853076,57.596444171384015,63.20091345433042,63.193784310961576,63.19378431096155,63.19378431096155,63.19378431096155,63.20091308388469,57.622221318198704,63.20091345433045,63.19378431096155,63.19378431096155,63.20091308388468,9.715420708565926,0.0,0.0,22.0,961.0633762485686,0.0,22.0,1427.177990029407,0.0,22.0,911.1267898043834,0.0,22.0,1391.3104340509938,0.0,22.0,944.95685506874,0.0,3459828.1544948467,0.0,5137840.764105866,0.0,3280056.4432957806,0.0,5008717.562583578,0.0,3401844.678247464,0.0,0.0,20288287.602727532 
 04/09  12:00:00,6.3500000000000005,42.206229724296854,42.206229724296854,42.206229724296854,42.206229724296854,204.5697402467216,192.02908642646017,216.81930712929343,204.27865330903197,104.77528466715815,129.61499289557153,118.69673322119534,118.68831899492487,118.68831899492487,118.68831899492487,118.6883189949249,118.69673278397379,79.8621851674711,86.68637048775777,86.6779562614873,86.6779562614873,86.68637005053631,79.75937038859372,86.68637048775771,86.6779562614873,86.67795626148727,86.67795626148727,86.67795626148727,86.68637005053631,79.82244942859896,86.68637048775776,86.67795626148727,86.67795626148727,86.6863700505363,10.713185126114643,0.0,0.0,22.000000000000004,868.7322117085631,0.0,22.0,1174.4398421776543,0.0,22.000000000000004,800.7609065083758,0.0,22.000000000000004,1220.0054377577837,0.0,22.000000000000004,831.3141018792761,0.0,3127435.962150827,0.0,4227983.4318395555,0.0,2882739.2634301535,0.0,4392019.575928021,0.0,2992730.766765394,0.0,0.0,17622909.00011395 
 04/09  13:00:00,7.091666666666666,102.87014312672022,102.87014312672022,102.87014312672022,102.87014312672022,475.919283395254,431.8361403285401,572.8728893464008,528.789746279687,284.2102692055654,375.84548331534387,329.67798562517123,329.66790927882244,329.66790927882244,329.66790927882244,329.66790927882266,329.6779851015822,139.43788821531896,148.55933325091158,148.54925690456272,148.54925690456272,148.55933272732275,139.39862288295737,148.55933325091152,148.54925690456272,148.54925690456272,148.54925690456272,148.54925690456272,148.55933272732275,167.52007835511412,159.99914257185478,159.98906622550592,159.98906622550592,159.9991420482659,15.90506366544875,0.0,0.0,22.0,590.9505096078152,0.0,22.0,384.18246950946013,0.0,22.0,547.7700381926243,0.0,22.0,834.2415617165162,0.0,22.0,567.1808265199362,0.0,2127416.916388747,0.0,1383051.2160905623,0.0,1971963.1719356356,0.0,3003252.2496258644,0.0,2041841.6422907417,0.0,0.0,10527525.196331551 
 04/09  14:00:00,8.091666666666667,145.94960107834382,145.94960107834382,145.94960107834382,145.94960107834382,604.6741200467678,589.4584009767364,840.0670023202548,824.8512832502233,408.1258072574811,554.5775494383712,474.63130121687317,474.62450001835805,474.62450001835805,474.62450001835805,474.62450001835833,474.63130086346774,152.43226421211804,159.56613452915167,159.55933333063646,159.55933333063646,159.56613417574667,152.40352343643733,159.5661345291516,159.55933333063646,159.55933333063646,159.55933333063646,159.55933333063646,159.56613417574664,374.34404196631476,408.95803534569853,408.95123414718324,408.95123414718324,408.95803499229334,25.172417774746247,0.0,0.0,22.0,351.49363282615906,0.0,22.300440249171306,0.0,0.0,22.0,367.2764783761424,0.0,22.0,566.9839354178719,0.0,22.015021277837363,149.55262236220614,0.0,1265379.0085816998,0.0,0.0,0.0,1322193.114530276,0.0,2041134.9538684688,0.0,538387.5301429565,0.0,0.0,5167094.607123401 
 04/09  15:00:00,8.65,125.75298677906501,125.75298677906501,125.75298677906501,125.75298677906501,447.94494964449495,512.3670296364196,723.3110995664466,787.7331795583714,337.42673917728854,454.1917259190771,383.4400631006625,383.4353695926227,383.4353695926227,383.4353695926227,383.4353695926229,383.4400628567774,126.60028321887374,131.9564751247783,131.95178161673843,131.95178161673843,131.95647488089344,126.5794573025825,131.95647512477822,131.95178161673843,131.95178161673843,131.95178161673843,131.95178161673843,131.95647488089344,531.0598887201836,657.0948562754551,657.0901627674151,657.0901627674151,657.09485603157,30.859414092597586,0.0,0.0,22.0,178.85646934538605,0.0,22.545432844518157,0.0,0.0,22.0,285.81291759209483,0.0,22.0,426.9973029853825,0.0,22.681525805225544,0.0,0.0,643888.6014389552,0.0,0.0,0.0,1028931.6553606439,0.0,1537194.5555770912,0.0,0.0,0.0,0.0,3210014.81237669 
 04/09  16:00:00,9.541666666666666,87.72155051948903,87.72155051948903,87.72155051948903,87.72155051948903,266.62049514687607,376.2080774036186,487.32051635373136,596.9080986104739,212.6454909583772,271.76225508093285,228.44835255763232,227.73637751673644,227.73637751673644,227.73637751673644,227.73637751673652,227.74248426787264,107.18871305969952,113.20378206253872,113.19767499406576,113.19767499406576,113.2037817452022,107.16380039180768,113.20378206253868,113.19767499406576,113.19767499406576,113.19767499406576,113.19767499406576,113.2037817452022,547.1830918837601,634.9567113895258,634.950604321053,634.950604321053,634.9567110721893,30.909026221062152,0.0,0.0,20.999584860760553,0.0,0.0,21.400703254961893,0.0,0.0,20.59925973381971,0.0,0.0,20.625166510681662,0.0,0.0,22.50761212546867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/09  17:00:00,9.008333333333333,47.94674555819217,47.94674555819217,47.94674555819217,47.94674555819217,121.04302311747047,220.5557734982267,251.48045660715638,355.7762799695818,94.35090216234828,108.1325258569808,108.85441277184407,91.52521937708086,91.30521846747006,91.30521846747006,91.30521846747006,91.31082389184377,71.42578721377495,76.42691500084591,76.42130928518696,76.42130928518696,76.42691470956076,71.40411095141113,76.42691500084588,76.42130928518696,76.42130928518695,76.42130928518695,76.42130928518695,76.42691470956076,415.10410627458083,454.7891223677871,454.7835166521281,454.7835166521281,454.7891220765019,25.904812770895465,0.0,0.0,20.361560884329418,0.0,0.0,20.378917562545553,0.0,0.0,19.776666581265797,0.0,0.0,19.850523276204964,0.0,0.0,21.86834552590389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 04/09  18:00:00,8.008333333333333,18.83663423176388,18.83663423176388,18.83663423176388,18.83663423176388,49.64830757049075,97.54492077829894,89.67571179777315,182.7721319495793,32.08398406807179,35.69716747033744,35.490599119625735,34.71766557299457,34.47871003199177,34.47871003199177,34.47871003199177,34.48142495754236,32.07508002319229,34.48142509862314,34.47871003199177,34.47871003199177,34.48142495754239,41.48213945319386,44.250020525111466,44.24730545848013,44.24730545848012,44.337504164012984,45.83566510341137,48.00830284741718,302.18188016999085,316.1779708828503,316.1752558162189,316.1752558162189,316.17797074176957,19.095367049286313,0.0,0.0,20.046652338478193,0.0,0.0,19.704125581133685,0.0,0.0,19.222319362311033,0.0,0.0,19.34792841503373,0.0,0.0,21.23085978791418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
